Report Type,Class,Year,Season,Month,State
Report,Class B,1994,Summer,July,Michigan
Report,Class B,1994,Summer,August,Maryland
Report,Class A,1994,Summer,,Kentucky
Report,Class A,1994,Summer,July,Florida
Report,Class B,1994,Summer,July,Florida
Report,Class A,1994,Summer,June,Colorado
Report,Class B,1994,Summer,August,California
Report,Class B,1994,Summer,July,California
Report,Class A,1994,Summer,August,California
Report,Class B,1994,Summer,August,California
Report,Class A,1994,Summer,July,Arkansas
Report,Class B,1994,Winter,December,Texas
Report,Class A,1994,Winter,December,Tennessee
Report,Class B,1994,Winter,February,Pennsylvania
Report,Class B,1994,Winter,February,Oregon
Report,Class B,1994,Winter,February,Ohio
Report,Class A,1994,Winter,February,Ohio
Report,Class A,1994,Winter,,Missouri
Report,Class A,1994,Winter,November,Kansas
Report,Class A,1994,Winter,December,Florida
Report,Class A,1993,Fall,October,Washington
Report,Class A,1993,Fall,October,Washington
Report,Class A,1993,Fall,November,Texas
Report,Class B,1993,Fall,October,Tennessee
Report,Class B,1993,Fall,November,Pennsylvania
Report,Class B,1993,Fall,September,Oregon
Report,Class A,1993,Fall,September,Missouri
Report,Class B,1993,Fall,September,Minnesota
Report,Class A,1993,Fall,November,Maryland
Report,Class A,1993,Fall,September,Maryland
Report,Class A,1993,Fall,October,Kentucky
Report,Class B,1993,Fall,September,Kentucky
Report,Class A,1993,Fall,November,Illinois
Report,Class A,1993,Fall,October,Idaho
Report,Class B,1993,Fall,September,Idaho
Report,Class A,1993,Fall,September,California
Report,Class A,1993,Fall,September,California
Report,Class A,1993,Fall,October,California
Report,Class B,1993,Spring,,Washington
Report,Class A,1993,Spring,April,Texas
Report,Class A,1993,Spring,April,Pennsylvania
Report,Class A,1993,Spring,April,Pennsylvania
Report,Class A,1993,Spring,April,Oregon
Report,Class B,1993,Spring,June,Montana
Report,Class A,1993,Spring,,Michigan
Report,Class A,1993,Spring,May,Georgia
Report,Class A,1993,Spring,,Florida
Report,Class A,1993,Spring,April,California
Report,Class A,1993,Summer,August,Washington
Report,Class B,1993,Summer,August,Washington
Report,Class B,1993,Summer,July,Washington
Report,Class A,1993,Summer,July,Virginia
Report,Class B,1993,Summer,July,Texas
Report,Class A,1993,Summer,July,South Carolina
Report,Class A,1993,Summer,August,South Carolina
Report,Class B,1993,Summer,August,Oregon
Report,Class A,1993,Summer,June,Oregon
Report,Class A,1993,Summer,September,Oregon
Report,Class B,1993,Summer,August,Oregon
Report,Class A,1993,Summer,September,Ohio
Report,Class B,1993,Summer,June,Ohio
Report,Class A,1993,Summer,June,Montana
Report,Class A,1993,Summer,August,Missouri
Report,Class B,1993,Summer,,Michigan
Report,Class A,1993,Summer,July,Michigan
Report,Class A,1993,Summer,June,Michigan
Report,Class A,1993,Summer,July,Kentucky
Report,Class B,1993,Summer,,Florida
Report,Class A,1993,Summer,August,California
Report,Class A,1993,Summer,July,California
Report,Class A,1993,Summer,July,California
Report,Class A,1993,Summer,August,California
Report,Class A,1993,Summer,June,California
Report,Class A,1993,Summer,September,Arizona
Report,Class A,1993,Summer,August,Alabama
Report,Class A,1993,Unknown,,California
Report,Class A,1993,Winter,February,Washington
Report,Class A,1993,Winter,January,Washington
Report,Class A,1993,Winter,December,Texas
Report,Class A,1993,Winter,December,Pennsylvania
Report,Class A,1993,Winter,February,Oregon
Report,Class B,1993,Winter,February,Michigan
Report,Class A,1993,Winter,January,Kentucky
Report,Class A,1993,Winter,November,Georgia
Report,Class A,1993,Winter,November,Florida
Report,Class A,1993,Winter,January,California
Report,Class A,1993,Winter,December,California
Report,Class B,1993,Winter,November,California
Report,Class A,1992,Fall,November,Wisconsin
Report,Class B,1992,Fall,November,Texas
Report,Class B,1992,Fall,,Tennessee
Report,Class B,1992,Fall,October,Oregon
Report,Class B,1992,Fall,November,Oregon
Report,Class A,1992,Fall,October,Oklahoma
Report,Class A,1992,Fall,September,Ohio
Report,Class A,1992,Fall,October,New York
Report,Class A,1992,Fall,September,Michigan
Report,Class B,1992,Fall,September,Michigan
Report,Class B,1992,Fall,October,Indiana
Report,Class A,1992,Fall,September,Illinois
Report,Class A,1992,Fall,October,California
Report,Class B,1992,Fall,September,California
Report,Class A,1992,Fall,,Alaska
Report,Class A,1992,Spring,April,Washington
Report,Class B,1992,Spring,June,Washington
Report,Class A,1992,Spring,May,Tennessee
Report,Class A,1992,Spring,May,Oregon
Report,Class A,1992,Spring,March,Oklahoma
Report,Class B,1992,Spring,May,New York
Report,Class A,1992,Spring,,California
Report,Class B,1992,Spring,April,Alabama
Report,Class B,1992,Summer,August,Washington
Report,Class A,1992,Summer,August,Washington
Report,Class A,1992,Summer,July,Virginia
Report,Class A,1992,Summer,July,Pennsylvania
Report,Class A,1992,Summer,June,Oklahoma
Report,Class A,1992,Summer,August,North Carolina
Report,Class A,1992,Summer,August,Minnesota
Report,Class A,1992,Summer,July,Georgia
Report,Class A,1992,Summer,July,California
Report,Class B,1992,Summer,August,California
Report,Class A,1992,Summer,September,Arkansas
Report,Class A,1992,Summer,August,Arizona
Report,Class A,1992,Summer,,Alabama
Report,Class A,1992,Unknown,,Ohio
Report,Class A,1992,Unknown,,California
Report,Class B,1992,Unknown,,California
Report,Class B,1992,Winter,December,Washington
Report,Class A,1992,Winter,December,Virginia
Report,Class A,1992,Winter,February,Texas
Report,Class B,1992,Winter,,Indiana
Report,Class B,1992,Winter,February,Florida
Report,Class B,1992,Winter,October,California
Report,Class B,1992,Winter,February,Arkansas
Report,Class A,1991,Fall,September,Washington
Report,Class A,1991,Fall,September,Washington
Report,Class A,1991,Fall,October,Washington
Report,Class A,1991,Fall,October,Washington
Report,Class B,1991,Fall,October,Oregon
Report,Class A,1991,Fall,October,Oregon
Report,Class B,1991,Fall,October,Oregon
Report,Class A,1991,Fall,September,Ohio
Report,Class A,1991,Fall,November,North Carolina
Report,Class A,1991,Fall,September,Montana
Report,Class A,1991,Fall,October,Missouri
Report,Class B,1991,Fall,November,Missouri
Report,Class A,1991,Fall,,Minnesota
Report,Class A,1991,Fall,November,Michigan
Report,Class A,1991,Fall,October,Kansas
Report,Class A,1991,Fall,September,Iowa
Report,Class A,1991,Fall,November,Illinois
Report,Class A,1991,Fall,,California
Report,Class B,1991,Fall,October,Arizona
Report,Class A,1991,Fall,September,Arizona
Report,Class A,1991,Spring,April,Washington
Report,Class A,1991,Spring,May,Washington
Report,Class A,1991,Spring,June,Washington
Report,Class B,1991,Spring,May,Pennsylvania
Report,Class A,1991,Spring,March,North Carolina
Report,Class A,1991,Spring,,Missouri
Report,Class A,1991,Spring,April,Kentucky
Report,Class B,1991,Spring,April,California
Report,Class A,1991,Spring,May,California
Report,Class B,1991,Summer,July,Wisconsin
Report,Class A,1991,Summer,June,Washington
Report,Class B,1991,Summer,July,Washington
Report,Class A,1991,Summer,July,Washington
Report,Class B,1991,Summer,July,Oregon
Report,Class B,1991,Summer,June,Oregon
Report,Class A,1991,Summer,July,Oregon
Report,Class A,1991,Summer,July,Ohio
Report,Class B,1991,Summer,August,Ohio
Report,Class B,1991,Summer,July,New Jersey
Report,Class B,1991,Summer,,New Jersey
Report,Class A,1991,Summer,August,Missouri
Report,Class A,1991,Summer,July,Michigan
Report,Class A,1991,Summer,August,Michigan
Report,Class A,1991,Summer,July,Kentucky
Report,Class A,1991,Summer,,Indiana
Report,Class A,1991,Summer,August,Florida
Report,Class A,1991,Summer,June,Florida
Report,Class A,1991,Summer,July,Colorado
Report,Class A,1991,Summer,June,California
Report,Class A,1991,Summer,September,California
Report,Class A,1991,Summer,July,California
Report,Class A,1991,Summer,June,California
Report,Class B,1991,Summer,August,California
Report,Class A,1991,Winter,,South Carolina
Report,Class A,1991,Winter,February,Pennsylvania
Report,Class A,1991,Winter,February,Ohio
Report,Class B,1991,Winter,January,Florida
Report,Class B,1990,Fall,October,Washington
Report,Class B,1990,Fall,,Washington
Report,Class A,1990,Fall,August,Tennessee
Report,Class A,1990,Fall,October,Ohio
Report,Class B,1990,Fall,October,Missouri
Report,Class A,1990,Fall,October,Michigan
Report,Class A,1990,Fall,,Michigan
Report,Class A,1990,Fall,October,Michigan
Report,Class A,1990,Fall,September,Kentucky
Report,Class A,1990,Fall,October,Kentucky
Report,Class A,1990,Fall,October,Idaho
Report,Class A,1990,Fall,November,Florida
Report,Class A,1990,Fall,November,Colorado
Report,Class B,1990,Fall,August,California
Report,Class A,1990,Fall,,Alabama
Report,Class A,1990,Spring,June,Washington
Report,Class B,1990,Spring,,Washington
Report,Class A,1990,Spring,May,Washington
Report,Class A,1990,Spring,,New York
Report,Class A,1990,Spring,,Kentucky
Report,Class A,1990,Spring,May,California
Report,Class A,1990,Spring,,Alabama
Report,Class B,1990,Summer,August,West Virginia
Report,Class A,1990,Summer,July,Washington
Report,Class A,1990,Summer,August,Virginia
Report,Class A,1990,Summer,May,Texas
Report,Class A,1990,Summer,May,Texas
Report,Class B,1990,Summer,,Texas
Report,Class B,1990,Summer,September,Texas
Report,Class A,1990,Summer,May,Texas
Report,Class B,1990,Summer,July,Oregon
Report,Class A,1990,Summer,August,Oklahoma
Report,Class A,1990,Summer,,Ohio
Report,Class A,1990,Summer,June,North Carolina
Report,Class B,1990,Summer,June,New Jersey
Report,Class B,1990,Summer,,Illinois
Report,Class B,1990,Summer,June,Florida
Report,Class A,1990,Summer,August,Colorado
Report,Class B,1990,Summer,June,California
Report,Class B,1990,Summer,,California
Report,Class A,1990,Summer,June,Arkansas
Report,Class A,1990,Summer,July,Arizona
Report,Class A,1990,Unknown,,Texas
Report,Class A,1990,Unknown,,Florida
Report,Class A,1990,Unknown,,California
Report,Class A,1990,Winter,December,Washington
Report,Class B,1990,Winter,January,New York
Report,Class B,1990,Winter,,New York
Report,Class A,1989,Fall,September,Wyoming
Report,Class B,1989,Fall,September,Wisconsin
Report,Class B,1989,Fall,October,Utah
Report,Class B,1989,Fall,October,Utah
Report,Class B,1989,Fall,November,Tennessee
Report,Class B,1989,Fall,October,Tennessee
Report,Class B,1989,Fall,November,Oregon
