Report Type,Class,Submitted Date,Year,Season,Month,State,County
Report,Class A,"Wednesday, May 26, 2010.",1993,Fall,September,Missouri,Newton
Report,Class A,"Saturday, June 15, 2013.",1993,Summer,August,Missouri,Taney
Report,Class B,"Thursday, September 12, 2019.",1993,Spring,June,Montana,Gallatin
Report,Class A,"Thursday, June 3, 1993.",1993,Summer,June,Montana,Gallatin
Report,Class A,"Wednesday, February 14, 2001.",1993,Summer,September,Ohio,Clark
Report,Class B,"Tuesday, June 4, 2002.",1993,Summer,June,Ohio,Hancock
Report,Class B,"Friday, January 5, 1996.",1993,Summer,August,Oregon,Clackamas
Report,Class A,"Friday, July 29, 2005.",1993,Summer,June,Oregon,Clackamas
Report,Class A,"Sunday, December 26, 2004.",1993,Summer,September,Oregon,Clatsop
Report,Class A,"Friday, August 8, 1997.",1993,Spring,April,Oregon,Clatsop
Report,Class A,"Saturday, May 31, 1997.",1993,Winter,February,Oregon,Wasco
Report,Class B,"Tuesday, October 21, 2003.",1993,Fall,September,Oregon,Washington
Report,Class B,"Sunday, February 9, 1997.",1993,Summer,August,Oregon,Washington
Report,Class B,"Monday, July 9, 2001.",1993,Fall,November,Pennsylvania,Clearfield
Report,Class A,"Friday, August 1, 1997.",1993,Spring,April,Pennsylvania,Columbia
Report,Class A,"Thursday, April 11, 2002.",1993,Spring,April,Pennsylvania,Indiana
Report,Class A,"Friday, December 29, 2000.",1993,Winter,December,Pennsylvania,Wayne
Report,Class A,"Monday, October 25, 1999.",1993,Summer,July,South Carolina,Berkeley
Report,Class A,"Sunday, October 8, 2000.",1993,Summer,August,South Carolina,Spartanburg
Report,Class B,"Tuesday, May 17, 2011.",1993,Fall,October,Tennessee,Sullivan
Report,Class A,"Thursday, April 21, 2005.",1993,Fall,November,Texas,Cass
Report,Class B,"Wednesday, January 24, 2001.",1993,Summer,July,Texas,Comal
Report,Class A,"Sunday, June 29, 2014.",1993,Spring,April,Texas,Gonzales
Report,Class A,"Monday, January 17, 2005.",1993,Winter,December,Texas,Liberty
Report,Class A,"Wednesday, December 23, 1998.",1993,Summer,July,Virginia,Greene
Report,Class A,"Thursday, March 25, 2004.",1993,Winter,February,Washington,Clark
Report,Class A,"Wednesday, August 24, 2016.",1993,Fall,October,Washington,Ferry
Report,Class A,"Wednesday, December 18, 2002.",1993,Summer,August,Washington,Klickitat
Report,Class A,"Wednesday, December 2, 1998.",1993,Fall,October,Washington,Mason
Report,Class A,"Saturday, December 20, 2003.",1993,Winter,January,Washington,Okanogan
Report,Class B,"Friday, July 15, 2011.",1993,Spring,,Washington,Pierce
Report,Class B,"Thursday, February 3, 2005.",1993,Summer,August,Washington,Skamania
Report,Class B,"Monday, October 31, 2005.",1993,Summer,July,Washington,Snohomish
Report,Class B,"Sunday, September 3, 2000.",1994,Fall,September,Alabama,Cleburne
Report,Class B,"Wednesday, August 9, 2006.",1994,Spring,April,Alabama,Pike
Report,Class A,"Wednesday, October 8, 2003.",1994,Spring,,Arkansas,Benton
Report,Class A,"Tuesday, October 12, 2004.",1994,Summer,July,Arkansas,Carroll
Report,Class A,"Wednesday, December 15, 1999.",1994,Fall,October,Arkansas,Saline
Report,Class B,"Sunday, May 1, 2005.",1994,Spring,March,California,Humboldt
Report,Class B,"Tuesday, January 2, 2001.",1994,Summer,August,California,Kern
Report,Class A,"Monday, June 2, 2003.",1994,Fall,,California,Shasta
Report,Class B,"Monday, February 23, 2004.",1994,Summer,July,California,Siskiyou
Report,Class A,"Friday, January 5, 2001.",1994,Summer,August,California,Tehama
Report,Class B,"Friday, December 20, 2002.",1994,Summer,August,California,Tuolumne
Report,Class A,"Saturday, August 1, 1998.",1994,Summer,June,Colorado,Conejos
Report,Class A,"Wednesday, January 21, 2004.",1994,Fall,September,Colorado,Delta
Report,Class A,"Friday, July 5, 2002.",1994,Spring,,Colorado,Huerfano
Report,Class A,"Tuesday, September 30, 1997.",1994,Fall,October,Colorado,Lake
Report,Class B,"Friday, February 23, 2001.",1994,Fall,,Florida,Broward
Report,Class A,"Thursday, March 18, 2004.",1994,Spring,April,Florida,Clay
Report,Class A,"Wednesday, April 21, 2004.",1994,Spring,,Florida,Duval
Report,Class A,"Friday, February 7, 2003.",1994,Spring,April,Florida,Escambia
Report,Class A,"Sunday, September 3, 2000.",1994,Winter,December,Florida,Gadsden
Report,Class B,"Thursday, April 21, 2005.",1994,Spring,March,Florida,Marion
Report,Class A,"Wednesday, April 19, 2006.",1994,Summer,July,Florida,Suwannee
Report,Class B,"Saturday, August 18, 2007.",1994,Summer,July,Florida,Suwannee
Report,Class A,"Tuesday, May 31, 2011.",1994,Spring,May,Georgia,Union
Report,Class A,"Tuesday, June 26, 2007.",1994,Fall,October,Illinois,Winnebago
Report,Class A,"Monday, December 16, 2019.",1994,Winter,November,Kansas,Miami
Report,Class A,"Thursday, September 25, 2008.",1994,Summer,,Kentucky,Boone
Report,Class A,"Tuesday, October 28, 1997.",1994,Fall,October,Kentucky,Pike
Report,Class A,"Thursday, July 1, 2010.",1994,Spring,April,Kentucky,Pike
Report,Class B,"Saturday, February 26, 2005.",1994,Summer,August,Maryland,Montgomery
Report,Class B,"Wednesday, October 29, 2003.",1994,Summer,July,Michigan,Ottawa
Report,Class A,"Wednesday, September 16, 1998.",1994,Summer,,Minnesota,Roseau
Report,Class A,"Saturday, March 17, 2007.",1994,Winter,,Missouri,Scott
Report,Class B,"Saturday, September 25, 1999.",1994,Fall,September,Montana,Granite
Report,Class A,"Saturday, January 11, 2003.",1994,Summer,July,Montana,Lewis And Clark
Report,Class A,"Tuesday, December 16, 1997.",1994,Fall,November,North Carolina,Stanly
Report,Class A,"Wednesday, December 25, 2019.",1994,Fall,September,New York,Orange
Report,Class A,"Tuesday, November 12, 1996.",1994,Fall,September,Ohio,Athens
Report,Class A,"Monday, April 6, 2015.",1994,Fall,November,Ohio,Belmont
Report,Class B,"Monday, March 9, 1998.",1994,Winter,February,Ohio,Monroe
Report,Class A,"Monday, February 7, 2011.",1994,Winter,February,Ohio,Portage
Report,Class B,"Tuesday, April 26, 2005.",1994,Winter,February,Oregon,Curry
Report,Class A,"Wednesday, October 29, 2003.",1994,Spring,April,Oregon,Deschutes
Report,Class B,"Friday, June 11, 1999.",1994,Summer,June,Oregon,Jefferson
Report,Class B,"Monday, May 20, 1996.",1994,Summer,July,Oregon,Linn
Report,Class A,"Saturday, October 28, 2000.",1994,Fall,,Oregon,Multnomah
Report,Class A,"Monday, December 25, 2000.",1994,Fall,September,Oregon,Umatilla
Report,Class A,"Wednesday, September 6, 2006.",1994,Summer,September,Oregon,Umatilla
Report,Class B,"Wednesday, February 27, 2002.",1994,Spring,April,Pennsylvania,Erie
Report,Class A,"Sunday, October 24, 2004.",1994,Fall,October,Pennsylvania,Fayette
Report,Class B,"Saturday, January 29, 2011.",1994,Winter,February,Pennsylvania,Lancaster
Report,Class B,"Monday, March 22, 2010.",1994,Spring,April,Tennessee,Crockett
Report,Class A,"Monday, December 29, 1997.",1994,Winter,December,Tennessee,Tipton
Report,Class B,"Thursday, January 13, 2005.",1994,Summer,August,Texas,Kinney
Report,Class B,"Monday, June 11, 2007.",1994,Winter,December,Texas,Palo Pinto
Report,Class A,"Tuesday, April 3, 2001.",1994,Spring,May,Utah,Garfield
Report,Class A,"Friday, October 18, 1996.",1994,Summer,July,Utah,Summit
Report,Class A,"Thursday, March 30, 1989.",1994,Fall,October,Washington,Grays Harbor
Report,Class B,"Friday, February 23, 2001.",1994,Summer,September,Washington,King
Report,Class B,"Wednesday, August 6, 2003.",1994,Summer,June,Washington,Okanogan
Report,Class A,"Monday, January 28, 2008.",1994,Fall,September,Washington,Pierce
Report,Class A,"Sunday, October 26, 2003.",1994,Spring,April,Washington,Snohomish
Report,Class B,"Tuesday, August 6, 2002.",1994,Fall,October,Wisconsin,Iowa
Report,Class A,"Friday, May 18, 2007.",1994,Fall,October,West Virginia,Greenbrier
Report,Class B,"Monday, November 17, 2008.",1994,Fall,November,West Virginia,Pendleton
Report,Class A,"Tuesday, January 23, 2001.",1994,Summer,June,Wyoming,Teton
Report,Class A,"Saturday, July 28, 2001.",1995,Spring,,Alaska,Prince of Wales
Report,Class A,"Friday, March 3, 2000.",1995,Spring,May,Arkansas,Baxter
Report,Class B,"Wednesday, December 20, 2000.",1995,Fall,September,Arizona,Graham
Report,Class A,"Wednesday, January 1, 1997.",1995,Summer,August,California,Del Norte
Report,Class A,"Tuesday, January 2, 2001.",1995,Fall,October,California,Fresno
Report,Class B,"Tuesday, January 12, 1999.",1995,Fall,September,California,Fresno
Report,Class C,"Wednesday, August 25, 1999.",1995,Winter,February,California,Fresno
Report,Class B,"Monday, January 8, 1996.",1995,Fall,September,California,Humboldt
Report,Class B,"Friday, March 7, 2008.",1995,Summer,,California,Mono
Report,Class A,"Tuesday, June 30, 1998.",1995,Fall,October,California,Plumas
Report,Class B,"Tuesday, June 9, 2020.",1995,Summer,August,California,Plumas
Report,Class A,"Tuesday, January 13, 1998.",1995,Spring,June,California,Trinity
Report,Class A,"Thursday, December 29, 2005.",1995,Fall,November,Colorado,Boulder
Report,Class B,"Monday, October 21, 2002.",1995,Summer,August,Connecticut,Litchfield
Report,Class B,"Monday, August 27, 2007.",1995,Winter,December,Florida,Liberty
Report,Class A,"Saturday, August 11, 2012.",1995,Spring,March,Florida,Monroe
Report,Class B,"Wednesday, April 10, 2002.",1995,Winter,December,Georgia,Tattnall
Report,Class B,"Friday, April 9, 2004.",1995,Summer,June,Idaho,Clearwater
Report,Class A,"Wednesday, April 23, 1997.",1995,Fall,October,Idaho,Clearwater
Report,Class A,"Wednesday, October 29, 1997.",1995,Summer,August,Idaho,Lemhi
Report,Class A,"Tuesday, July 18, 2006.",1995,Winter,,Illinois,Sangamon
Report,Class B,"Friday, December 5, 1997.",1995,Spring,May,Indiana,Brown
Report,Class B,"Saturday, January 19, 2019.",1995,Summer,June,Kansas,Cherokee
Report,Class C,"Friday, September 22, 1995.",1995,Unknown,,Kentucky,Boone
Report,Class A,"Tuesday, February 10, 1998.",1995,Winter,November,Kentucky,Hopkins
Report,Class B,"Sunday, November 15, 1998.",1995,Summer,,Kentucky,Lawrence
Report,Class B,"Saturday, June 3, 2006.",1995,Spring,,Michigan,Lenawee
Report,Class A,"Saturday, October 1, 2011.",1995,Fall,October,North Carolina,Hoke
Report,Class B,"Thursday, January 13, 2005.",1995,Fall,November,New Jersey,Burlington
Report,Class B,"Tuesday, December 11, 2007.",1995,Winter,February,New Jersey,Sussex
Report,Class B,"Wednesday, January 21, 2004.",1995,Summer,July,New Mexico,Otero
Report,Class B,"Thursday, January 30, 2014.",1995,Spring,March,Ohio,Muskingum
Report,Class B,"Thursday, November 7, 2002.",1995,Fall,October,Ohio,Portage
Report,Class A,"Saturday, July 21, 2001.",1995,Winter,February,Ohio,Stark
Report,Class B,"Tuesday, February 21, 2006.",1995,Winter,March,Ohio,Summit
Report,Class A,"Monday, September 18, 2006.",1995,Summer,July,Ohio,Summit
Report,Class A,"Wednesday, June 25, 2003.",1995,Fall,,Oklahoma,Choctaw
Report,Class B,"Thursday, May 3, 2001.",1995,Fall,September,Oklahoma,Cleveland
Report,Class B,"Saturday, February 5, 2000.",1995,Fall,November,Oregon,Baker
Report,Class A,"Tuesday, January 21, 1997.",1995,Fall,November,Oregon,Clackamas
Report,Class A,"Thursday, November 16, 2000.",1995,Summer,July,Oregon,Clackamas
Report,Class A,"Sunday, November 4, 2001.",1995,Fall,November,Oregon,Coos
Report,Class A,"Wednesday, June 28, 2006.",1995,Fall,October,Oregon,Marion
Report,Class B,"Saturday, August 19, 2000.",1995,Spring,March,Oregon,Morrow
Report,Class A,"Sunday, August 20, 2000.",1995,Summer,July,Oregon,Multnomah
Report,Class B,"Sunday, May 3, 2009.",1995,Fall,September,Oregon,Polk
Report,Class A,"Wednesday, January 25, 2006.",1995,Summer,August,Oregon,Tillamook
Report,Class B,"Tuesday, June 1, 1999.",1995,Fall,September,Oregon,Umatilla
Report,Class A,"Sunday, August 4, 1996.",1995,Summer,August,South Carolina,Sumter
Report,Class B,"Tuesday, June 28, 2011.",1995,Summer,June,Tennessee,Campbell
Report,Class A,"Monday, December 15, 2003.",1995,Fall,,Texas,Delta
Report,Class A,"Monday, April 11, 2005.",1995,Fall,,Texas,Erath
Report,Class C,"Friday, October 30, 1998.",1995,Fall,November,Texas,Trinity
Report,Class B,"Sunday, December 8, 1996.",1995,Summer,August,Virginia,Fairfax
Report,Class B,"Tuesday, January 16, 2007.",1995,Fall,November,Virginia,Rockingham
Report,Class B,"Wednesday, May 28, 2003.",1995,Summer,,Vermont,Rutland
Report,Class A,"Saturday, August 14, 2010.",1995,Summer,August,Washington,Clark
Report,Class B,"Saturday, July 4, 2009.",1995,Summer,July,Washington,Ferry
Report,Class A,"Tuesday, December 15, 1998.",1995,Summer,July,Washington,Grays Harbor
Report,Class A,"Monday, June 8, 2009.",1995,Winter,January,Washington,Grays Harbor
Report,Class B,"Sunday, November 24, 1996.",1995,Fall,,Washington,King
Report,Class A,"Tuesday, October 17, 2006.",1995,Winter,,Washington,Kitsap
Report,Class B,"Tuesday, December 4, 2012.",1995,Winter,,Washington,Kittitas
Report,Class A,"Wednesday, May 28, 1997.",1995,Summer,June,Washington,Pierce
Report,Class A,"Thursday, November 29, 2001.",1995,Spring,May,Washington,Pierce
Report,Class A,"Wednesday, January 3, 2001.",1995,Spring,April,Washington,Snohomish
Report,Class A,"Monday, February 27, 2012.",1995,Summer,July,Washington,Whatcom
Report,Class A,"Monday, April 19, 2004.",1995,Spring,April,Wisconsin,St. Croix
Report,Class A,"Thursday, December 5, 1996.",1996,Winter,December,Alabama,Clarke
Report,Class A,"Monday, September 16, 1996.",1996,Summer,September,Arkansas,Clark
Report,Class A,"Friday, September 25, 1998.",1996,Fall,October,Arkansas,Hot Spring
Report,Class A,"Monday, June 8, 2009.",1996,Fall,November,Arkansas,Miller
Report,Class A,"Monday, July 7, 1997.",1996,Summer,July,California,El Dorado
Report,Class A,"Friday, December 15, 2000.",1996,Spring,April,California,El Dorado
Report,Class B,"Sunday, May 16, 1999.",1996,Spring,June,California,Humboldt
Report,Class A,"Saturday, September 6, 1997.",1996,Summer,September,California,Plumas
Report,Class A,"Saturday, August 23, 1997.",1996,Spring,March,California,Trinity
Report,Class A,"Thursday, February 15, 2001.",1996,Fall,September,Colorado,Jackson
Report,Class A,"Friday, January 18, 2002.",1996,Summer,June,Colorado,Jackson
Report,Class B,"Monday, August 14, 2000.",1996,Summer,August,Colorado,Ouray
Report,Class A,"Monday, September 8, 1997.",1996,Fall,,Colorado,Routt
Report,Class B,"Tuesday, March 27, 2007.",1996,Spring,May,Florida,Hillsborough
Report,Class B,"Friday, January 26, 2001.",1996,Fall,October,Florida,Lake
Report,Class A,"Thursday, January 8, 1998.",1996,Fall,,Florida,Okaloosa
Report,Class A,"Wednesday, October 4, 2000.",1996,Summer,July,Georgia,Heard
Report,Class B,"Monday, July 15, 1996.",1996,Summer,June,Idaho,Kootenai
Report,Class B,"Wednesday, April 24, 2002.",1996,Spring,May,Idaho,Lemhi
Report,Class A,"Saturday, April 5, 2008.",1996,Summer,May,Idaho,Shoshone
Report,Class A,"Monday, January 26, 2004.",1996,Fall,October,Idaho,Valley
Report,Class A,"Friday, March 23, 2012.",1996,Summer,September,Illinois,Sangamon
Report,Class A,"Tuesday, July 19, 2016.",1996,Summer,June,Illinois,St. Clair
Report,Class A,"Wednesday, September 13, 2000.",1996,Fall,November,Indiana,Floyd
Report,Class A,"Wednesday, November 1, 2000.",1996,Summer,May,Kansas,Bourbon
Report,Class B,"Friday, December 8, 2006.",1996,Winter,January,Kentucky,Greenup
Report,Class A,"Friday, September 23, 2005.",1996,Fall,October,Kentucky,Trigg
Report,Class A,"Wednesday, June 29, 2005.",1996,Fall,November,Kentucky,Union
Report,Class A,"Monday, January 29, 2001.",1996,Winter,December,Louisiana,Grant
Report,Class B,"Monday, June 24, 2013.",1996,Summer,July,Massachusetts,Essex
Report,Class B,"Sunday, December 28, 2003.",1996,Summer,July,Maryland,Harford
Report,Class A,"Wednesday, September 20, 2000.",1996,Fall,September,Maryland,Harford
Report,Class A,"Thursday, August 1, 1996.",1996,Summer,July,Maryland,Montgomery
Report,Class B,"Tuesday, July 31, 2007.",1996,Fall,November,Michigan,Iron
Report,Class A,"Monday, October 13, 2003.",1996,Summer,July,Michigan,Marquette
Report,Class A,"Thursday, May 2, 2019.",1996,Summer,June,Missouri,Buchanan
Report,Class A,"Wednesday, December 31, 2008.",1996,Summer,July,Nebraska,Dawes
Report,Class B,"Wednesday, July 1, 1998.",1996,Summer,,New Mexico,San Juan
Report,Class A,"Tuesday, January 18, 2005.",1996,Summer,August,New York,Essex
